"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"81","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:52:49,FALSE,NA,"1126530473918910464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ayashisaamateki",40,TRUE,FALSE,NA,NA
"82","Tomorrow we Eat!! <U+0001F37D>  #TheNIKEOpening In Oakland Cali. Time to test all this off season training that @EXOSsports ha… https://t.co/l0LHHshHlm",FALSE,3,NA,2019-05-09 16:51:44,TRUE,NA,"1126530201247256576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ament_anthony",0,FALSE,FALSE,NA,NA
"83","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:51:38,FALSE,NA,"1126530177276809216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tznjambatwa",81,TRUE,FALSE,NA,NA
"84","The future champions of tomorrow #greendreamteam @Nedbank_RC @BESTERNICK @futurelifeza @BiogenSA @Nike https://t.co/GBi3l04TlN",FALSE,3,NA,2019-05-09 16:51:23,FALSE,NA,"1126530113393385472",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","runwithcuan",0,FALSE,FALSE,NA,NA
"85","@TimeSesethu @caster800m @Nike Oooowwwwww yeeeessss fuccccck it<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602> we behind you Caster",FALSE,0,"TimeSesethu",2019-05-09 16:51:10,FALSE,"1126508881079717890","1126530059664330753","1092375458350579712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndileDeee",0,FALSE,FALSE,NA,NA
"86","@Nike @nikestore @snkrs can you boy get the #airmax97 in size 9.5. I got the money!<U+0001F4AA><U+0001F3FF><U+0001F4AA><U+0001F3FF>  That not too much to ask!<U+0001F612><U+0001F914><U+0001F914>",FALSE,0,"Nike",2019-05-09 16:50:45,FALSE,NA,"1126529951904276480","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","talkalot231",0,FALSE,FALSE,NA,NA
"87","RT @TheBuzzSneaker: CPFM Made A Light-Up Version Of Their @Nike Vapormax https://t.co/gq1cZI2NQr https://t.co/ZaERyYvp6k",FALSE,0,NA,2019-05-09 16:50:28,FALSE,NA,"1126529883373481986",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chellmodernlife",17,TRUE,FALSE,NA,NA
"88","RT @cavathekidd: @TimeSesethu @caster800m @Nike Best thing I’ve seen all day <U+0001F4AA><U+0001F3FD>",FALSE,0,NA,2019-05-09 16:49:51,FALSE,NA,"1126529728410681344",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TimeSesethu",1,TRUE,FALSE,NA,NA
"89","RT @TheBuzzSneaker: CPFM Made A Light-Up Version Of Their @Nike Vapormax https://t.co/gq1cZI2NQr https://t.co/ZaERyYvp6k",FALSE,0,NA,2019-05-09 16:49:33,FALSE,NA,"1126529649591373824",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheBuzzSneaker",17,TRUE,FALSE,NA,NA
"90","@Nike @nikestore please stop using @UPS their drivers are incompetent and refuse to deliver packages. They hide beh… https://t.co/5XqDitWE8r",FALSE,0,"Nike",2019-05-09 16:48:43,TRUE,NA,"1126529443269312513","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pellz93",0,FALSE,FALSE,NA,NA
"91","RT @JoshuaKissi: Latest :  @TONL x @nike have partnered to tell the stories of women of color in sports. It was amazing to witness how driv…",FALSE,0,NA,2019-05-09 16:48:37,FALSE,NA,"1126529416023105536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","switttch",119,TRUE,FALSE,NA,NA
"92","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:48:17,FALSE,NA,"1126529334171381760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CMathebr",81,TRUE,FALSE,NA,NA
"93","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:47:42,FALSE,NA,"1126529186670182401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luvodumse",81,TRUE,FALSE,NA,NA
"94","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:47:23,FALSE,NA,"1126529104638029824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EvLTagZz",40,TRUE,FALSE,NA,NA
"95","RT @frntofficesport: Thanks to a partnership between @Nike and @ussoccer, @Snapchat users will be able to rock the new @USWNT home and away…",FALSE,0,NA,2019-05-09 16:47:21,FALSE,NA,"1126529099206483968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luisalvarez308",2,TRUE,FALSE,NA,NA
"96","Human Rights organizations need to speak up and call out the @iaaforg. There needs to be a worldwide outrage. @Nike… https://t.co/Xxw4FCsZE7",FALSE,1,NA,2019-05-09 16:47:19,TRUE,NA,"1126529090754945026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VistaK",2,FALSE,FALSE,NA,NA
"97","@Nike there’s seriously something wrong with my recent order and what’s delivered. What’s your customer service cha… https://t.co/9Gu6Fv3lWf",FALSE,0,"Nike",2019-05-09 16:46:37,TRUE,NA,"1126528911725203456","415859364","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erikdiepering",0,FALSE,FALSE,NA,NA
"98","New #sneaker drops coming soon from @Nike &amp; @Converse, including the limited quantity Air Jordan 1 Retro High OG ""P… https://t.co/5kfSt7qPIO",FALSE,4,NA,2019-05-09 16:46:28,TRUE,NA,"1126528877424250881",NA,"<a href=""https://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","Nordstrom",0,FALSE,FALSE,NA,NA
"99","@TimeSesethu @caster800m @Nike Best thing I’ve seen all day <U+0001F4AA><U+0001F3FD>",FALSE,0,"TimeSesethu",2019-05-09 16:46:28,FALSE,"1126508881079717890","1126528874022612992","1092375458350579712","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cavathekidd",1,FALSE,FALSE,NA,NA
"100","@gilbs @Nike @USWNT @ussoccer Would like an update as well",FALSE,0,"gilbs",2019-05-09 16:46:26,FALSE,"1126491248678674432","1126528868024668160","380175809","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","e_flores_13",0,FALSE,FALSE,NA,NA
"101","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:45:45,FALSE,NA,"1126528697014607873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntoineNotteau",40,TRUE,FALSE,NA,NA
"102","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:45:36,FALSE,NA,"1126528657839788033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moiketsi",81,TRUE,FALSE,NA,NA
"103","RT @TONL: Thank you @TeenVogue for the feature on the debut of our women of color in sports photo project with @Nike. Read the full article…",FALSE,0,NA,2019-05-09 16:45:26,FALSE,NA,"1126528615863193600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NikeNYC",16,TRUE,FALSE,NA,NA
"104","@Jumpman23 @TrophyRoomStore @Nike @HEIRMJ 

You guys feel free to use my photos for promotion or to stunt..  sincer… https://t.co/Ebivnw2t0O",FALSE,0,"Jumpman23",2019-05-09 16:44:58,TRUE,NA,"1126528496052920321","198975780","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DedrickHicksJr",0,FALSE,FALSE,NA,NA
"105","@CaminoTV @Nike grise!!!",FALSE,0,"CaminoTV",2019-05-09 16:44:31,FALSE,"1126521342881402880","1126528385784733696","2366019087","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeaSalvan",0,FALSE,FALSE,NA,NA
"106","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:44:22,FALSE,NA,"1126528348203769857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jnriich",40,TRUE,FALSE,NA,NA
"107","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:44:16,FALSE,NA,"1126528322744279041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baptisteloi",40,TRUE,FALSE,NA,NA
"108","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:43:31,FALSE,NA,"1126528134579462144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Daavid_Pocho",40,TRUE,FALSE,NA,NA
"109","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:42:51,FALSE,NA,"1126527966685671425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GMahut",40,TRUE,FALSE,NA,NA
"110","@SOLELINKS @Nike @nikestore some trash. Fix ya app/website. Make too much money to be that unorganized against bots.",FALSE,0,"SOLELINKS",2019-05-09 16:42:48,FALSE,"1126500361923993600","1126527952861011968","2698270332","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SlamminDabss",0,FALSE,FALSE,NA,NA
"111","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:42:16,FALSE,NA,"1126527817997533185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sbu_34",81,TRUE,FALSE,NA,NA
"112","RT @A_Mantewu: @TimeSesethu @caster800m @Nike “You’re not a star, you’re a constellation” @caster800m <U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>",FALSE,0,NA,2019-05-09 16:42:14,FALSE,NA,"1126527810242260994",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TimeSesethu",1,TRUE,FALSE,NA,NA
"113","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:42:08,FALSE,NA,"1126527785219055616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","okmalumhotdog",81,TRUE,FALSE,NA,NA
"114","RT @MantashePhawu: @TimeSesethu @caster800m @Nike Out of all the videos, this 1 right here dyan<U+0001F44C><U+0001F44C>. This was from the heart bru. Enkosi for…",FALSE,0,NA,2019-05-09 16:41:57,FALSE,NA,"1126527737915691008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TimeSesethu",1,TRUE,FALSE,NA,NA
"115","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:41:50,FALSE,NA,"1126527708840845312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Twin_Skim88",81,TRUE,FALSE,NA,NA
"116","@blazindw @DaveLaidig @USWNT @ussoccer @Nike @USWNTPlayers That said, shouts to @Fanatics for offering the Women’s… https://t.co/CpVUjpAzFC",FALSE,0,"go4abe",2019-05-09 16:41:47,TRUE,"1126526643210719232","1126527697834917888","334807679","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","go4abe",0,FALSE,FALSE,NA,NA
"117","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:41:42,FALSE,NA,"1126527676162899968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MgidiPrince",81,TRUE,FALSE,NA,NA
"118","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:39:57,FALSE,NA,"1126527236448968704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NGIBE1",81,TRUE,FALSE,NA,NA
"119","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:39:40,FALSE,NA,"1126527163912552449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IamCeemie",81,TRUE,FALSE,NA,NA
"120","The IIHF world championship starts tomorrow and like @HockeyCanada has such better jerseys than litterally every ot… https://t.co/fJ37qvXi0P",FALSE,0,NA,2019-05-09 16:39:32,TRUE,NA,"1126527129603039232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KevinTCottrell",0,FALSE,FALSE,NA,NA
"121","RT @CaminoTV: NIKE AIR MAX 1 « INSIDE OUT » PACK ON FEET <U+0001F64C><U+0001F525>

<U+0001F36F> OU <U+0001F6AE> ?

Pas encore de date <U+0001F64F>
<U+0001F4F8> hanzuying (ig)
@Nike https://t.co/uWJTEKxYMi",FALSE,0,NA,2019-05-09 16:39:31,FALSE,NA,"1126527125920604161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WikoMojito",40,TRUE,FALSE,NA,NA
"122","@shawnemerriman @TheRock @Nike  tights? Hmmmm!",FALSE,0,"shawnemerriman",2019-05-09 16:38:46,FALSE,"1126525843407130624","1126526939781586945","21761627","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KevBeau",0,FALSE,FALSE,NA,NA
"123","RT @HotNewHipHop: .@Nike introduces ""Nike Fit"" 

The new design tool helps consumers find the perfect shoe size for each Nike sneaker<U+0001F45F>

How…",FALSE,0,NA,2019-05-09 16:38:43,FALSE,NA,"1126526924820447232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","el_vxno",4,TRUE,FALSE,NA,NA
"124","@Nike's new mobile technology is going above and beyond the expectations of today’s demanding consumer.

With their… https://t.co/YAp9lnMEcv",FALSE,1,"Nike",2019-05-09 16:38:10,TRUE,NA,"1126526786639101954","415859364","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zoovu",0,FALSE,FALSE,NA,NA
"125","@blazindw @DaveLaidig @USWNT @ussoccer @Nike @USWNTPlayers If it ain’t men’s <U+0001F3C0><U+0001F3C8> or men’s <U+26BD><U+FE0F>... <U+0001F937><U+0001F3FF><U+200D><U+2642><U+FE0F>",FALSE,0,"blazindw",2019-05-09 16:37:36,FALSE,"1126526242751164417","1126526643210719232","17875127","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","go4abe",0,FALSE,FALSE,NA,NA
"126","@RAGrayUSA @Nike @USWNT Which # did you get? Annoyed there isn’t a men’s cut",FALSE,1,"RAGrayUSA",2019-05-09 16:36:13,FALSE,"1126491596776714240","1126526294416474112","26565941","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gvitt",0,FALSE,FALSE,NA,NA
"127","@go4abe @DaveLaidig @USWNT @ussoccer @Nike @USWNTPlayers I’ve screamed for Xmas releases because the money would pr… https://t.co/YrJXxO0JG5",FALSE,1,"go4abe",2019-05-09 16:36:00,TRUE,"1126525955839754240","1126526242751164417","334807679","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blazindw",0,FALSE,FALSE,NA,NA
"128","@HYPEBEAST @Nike I thought we were trying to reduce plastic bag use?",FALSE,0,"HYPEBEAST",2019-05-09 16:35:59,FALSE,"1126514725146234882","1126526239404175365","18286505","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsSkullss",0,FALSE,FALSE,NA,NA
"129",".@Nike is unveiling an #app that lets customers scan their feet at home to provide their proper size. Accurate to w… https://t.co/FPARDftNfd",FALSE,0,NA,2019-05-09 16:35:05,TRUE,NA,"1126526009501736962",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","IlexContent",0,FALSE,FALSE,NA,NA
"130","@DaveLaidig @blazindw @USWNT @ussoccer @Nike @USWNTPlayers They somehow can’t be bothered to release the WC defense… https://t.co/RA0o364qDH",FALSE,2,"go4abe",2019-05-09 16:34:52,TRUE,"1126525525911064580","1126525955839754240","334807679","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","go4abe",0,FALSE,FALSE,NA,NA
"131","Get ready for an entirely new and customized on line shopping experience as @Nike releases new technology designed… https://t.co/sy94DvqB6E",FALSE,0,NA,2019-05-09 16:34:40,TRUE,NA,"1126525907932332033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ManageTheFunds",0,FALSE,FALSE,NA,NA
"132","RT @JoshuaKissi: Latest :  @TONL x @nike have partnered to tell the stories of women of color in sports. It was amazing to witness how driv…",FALSE,0,NA,2019-05-09 16:34:34,FALSE,NA,"1126525882393333761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","noemietshinanga",119,TRUE,FALSE,NA,NA
"133","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:33:37,FALSE,NA,"1126525639861964800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mbasa_za",81,TRUE,FALSE,NA,NA
"134","RT @TimeSesethu: This is for our Mbhokodo<U+0001F478> @caster800m. They think we do not know their agenda. They will continue to eat dust again and ag…",FALSE,0,NA,2019-05-09 16:33:28,FALSE,NA,"1126525605405655040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thembelani_NX",81,TRUE,FALSE,NA,NA
